celltype_id	celltype_standard	celltype_ontology	status	def
CTP0002999	cardiac endothelial cell of lymphatic vessel		author_defined	
CTP0003000	Connective tissue		author_defined	
CTP0003001	Bad cells		author_defined	
CTP0003002	a1_tanycytes2		author_defined	
CTP0003003	Neurogenesis.Sox4.Tuba1c		author_defined	
CTP0003004	Macrophage		author_defined	
CTP0003005	Fetal kidney epithelial cell		author_defined	
CTP0003006	smooth muscle cell 1		author_defined	
CTP0003007	111_Pvalb		author_defined	
CTP0003008	MHC class II cell		author_defined	
CTP0003009	Neuromesodermal progenitors		author_defined	
CTP0003010	Neural Tube-14-14		author_defined	
CTP0003011	Sst Cbln4, Vip Chat		author_defined	
CTP0003012	Oligodendrocyte Progenitors-11-1		author_defined	
CTP0003013	Endo Myl9, OPC Pdgfra		author_defined	
CTP0003014	nephron progenitor 4		author_defined	
CTP0003015	Pvalb Obox3		author_defined	
CTP0003016	glomerular visceral epithelial cell 5		author_defined	
CTP0003017	OPC		author_defined	
CTP0003018	Neuron.Slc17a7.Syt6-Cplx3		author_defined	
CTP0003019	White blood cells-31-5		author_defined	
CTP0003020	Exc L5-6 THEMIS IL7R		author_defined	
CTP0003021	CD19+CD20+ B cell		author_defined	
CTP0003022	Schwann cell precursor-23		author_defined	
CTP0003023	20_Pax6		author_defined	
CTP0003024	natural killer cell type 1		author_defined	
CTP0003025	Kiss1/Tac2		author_defined	
CTP0003026	Inhibitory interneurons-27-8		author_defined	
CTP0003027	Ependymal cell-32-2		author_defined	
CTP0003028	Notochord cells-30		author_defined	
CTP0003029	Telencephalon projecting inhibitory neurons		author_defined	
CTP0003030	Qrfp		author_defined	
CTP0003031	Neuron.Gad1Gad2-Slc17a6.Cbln1		author_defined	
CTP0003032	SV2C-expressing interneuron		author_defined	
CTP0003033	Notochord cells-30-7		author_defined	
CTP0003034	glomerular endothelial cell 1		author_defined	
CTP0003035	220_L6 IT CTX		author_defined	
CTP0003036	cap mesenchyme cell		author_defined	
CTP0003037	Olfactory neuron		author_defined	
CTP0003038	CD4+ T cell		author_defined	
CTP0003039	L6b CTX		author_defined	
CTP0003040	Neuron.Gad1Gad2.Adora2a-Nefm		author_defined	
CTP0003041	Limb mesenchyme-25-3		author_defined	
CTP0003042	Slc17a6/Trhr		author_defined	
CTP0003043	235_L6 IT ENTl		author_defined	
CTP0003044	Inh L5-6 PVALB ZFPM2-AS1		author_defined	
CTP0003045	Hindbrain glioblast		author_defined	
CTP0003046	Astro L1-6 FGFR3 AQP1		author_defined	
CTP0003047	T follicular helper cell like		author_defined	
CTP0003048	Sensory neurons-24-3		author_defined	
CTP0003049	Cholinergic neurons-33-15		author_defined	
CTP0003050	mature olfactory sensory neuron		author_defined	
CTP0003051	cancer associated fibroblast 3		author_defined	
CTP0003052	L5a2		author_defined	
CTP0003053	Chondrocytes & osteoblasts-2-8		author_defined	
CTP0003054	Exc L3-5 FEZF2 ONECUT1		author_defined	
CTP0003055	Car3		author_defined	
CTP0003056	Definitive erythroid lineage-22-19		author_defined	
CTP0003057	Undefined		author_defined	
CTP0003058	Neural Tube-14-10		author_defined	
CTP0003059	Neuron.Sc17a7.Calb1-Lpl-Penk		author_defined	
CTP0003060	Inh L1-5 VIP SMOC1		author_defined	
CTP0003061	Endothelial_Stalk.Flt1.Mgp		author_defined	
CTP0003062	Neuron.Sc17a7.Rorb-BC006965		author_defined	
CTP0003063	unknown T cell		author_defined	
CTP0003064	unspecified		author_defined	
CTP0003065	early glomerular visceral epithelial cell 1		author_defined	
CTP0003066	Oligodendrocyte.Tfr.Ctps		author_defined	
CTP0003067	Premature oligodendrocyte-19-10		author_defined	
CTP0003068	171_L2/3 IT CTX		author_defined	
CTP0003069	Inh L1-3 VIP CHRNA2		author_defined	
CTP0003070	kidney interstitial cell 10		author_defined	
CTP0003071	Early mesenchyme-8-1		author_defined	
CTP0003072	L5a Fam5c, L5a Syt17		author_defined	
CTP0003073	activated DC		author_defined	
CTP0003074	Intermediate Mesoderm-3-10		author_defined	
CTP0003075	Th/Lef1		author_defined	
CTP0003076	328_ProS		author_defined	
CTP0003077	Polydendrocye.Tnr.Bmp4		author_defined	
CTP0003078	Parstuber2B		author_defined	
CTP0003079	Endothelial_Tip.Dcn.Alcam		author_defined	
CTP0003080	Melanocytes-36-7		author_defined	
CTP0003081	ML		author_defined	
CTP0003082	55_Vip HPF		author_defined	
CTP0003083	Neuron.Gad1Gad2.Sst-Pdyn		author_defined	
CTP0003084	immature neuron		author_defined	
CTP0003085	medial ganglionic eminence progenitor		author_defined	
CTP0003086	nephron progenitor 1		author_defined	
CTP0003087	Epithelial cells-6-1		author_defined	
CTP0003088	Neuron.Slc17a7.Fibcd1-Fos		author_defined	
CTP0003089	Radial glia-7-7		author_defined	
CTP0003090	Peri L1-6 MUSTN1		author_defined	
CTP0003091	Chondrocytes		author_defined	
CTP0003092	Inh L1-2 PVALB TAC1		author_defined	
CTP0003093	glutamatergic neuron of primary visual area, layer 4 and layer 5		author_defined	
CTP0003094	beta cell		author_defined	
CTP0003095	Epithelial cells-6-14		author_defined	
CTP0003096	TEGLU3		author_defined	
CTP0003097	Notochord cells-30-8		author_defined	
CTP0003098	Cholinergic, monoaminergic and peptidergic neurons		author_defined	
CTP0003099	ONL		author_defined	
CTP0003100	erythroid progenitor		author_defined	
CTP0003101	Endothelial_Tip.Dcn.Rbp4		author_defined	
CTP0003102	Neuron.Slc17a6.Rora.Calca		author_defined	
CTP0003103	301_L6b ENT		author_defined	
CTP0003104	Myocytes-13-7		author_defined	
CTP0003105	AGM		author_defined	
CTP0003106	Cardiac muscle lineages-34-8		author_defined	
CTP0003107	ACTE2		author_defined	
CTP0003108	244_L5 PT CTX		author_defined	
CTP0003109	CD8 Trm		author_defined	
CTP0003110	162_L2/3 IT CTX		author_defined	
CTP0003111	206_L5/6 IT CTX		author_defined	
CTP0003112	L5a Batf3, L5a Syt17		author_defined	
CTP0003113	Neuron.Slc17a6.Nrgn		author_defined	
CTP0003114	179_L4 IT CTX		author_defined	
CTP0003115	cortical intermediate progenitor		author_defined	
CTP0003116	Cardiac muscle lineages-34-12		author_defined	
CTP0003117	Neuron.Gad1Gad2.Synpr-Pcdh11x		author_defined	
CTP0003118	Granule-mature		author_defined	
CTP0003119	NG2_OPC1		author_defined	
CTP0003120	Facial nerve		author_defined	
CTP0003121	Inh L5-6 PVALB FAM150B		author_defined	
CTP0003122	Inh L1 ADARB2 ADAM33		author_defined	
CTP0003123	Exc L5-6 FEZF2 MYBPHL		author_defined	
CTP0003124	155_L2/3 IT ENTl		author_defined	
CTP0003125	Neuron.Gad1Gad2Slc17a8_Sst.Ncam2		author_defined	
CTP0003126	116_Pvalb		author_defined	
CTP0003127	228_L6 IT CTX		author_defined	
CTP0003128	oligodendrocyte A		author_defined	
CTP0003129	Neuron.Slc17a7.Nxph3-Hpcal-Krt12		author_defined	
CTP0003130	Mammary gland in lactation		author_defined	
CTP0003131	ASTROCYTE		author_defined	
CTP0003132	Polydendrocyte.Tnr.Dlx1		author_defined	
CTP0003133	Diencephalon		author_defined	
CTP0003134	medial/distal nephron progenitor 6		author_defined	
CTP0003135	L5 IT CTX		author_defined	
CTP0003136	Mixed region glioblast		author_defined	
CTP0003137	Schwann cell precursor-23-14		author_defined	
CTP0003138	Astr4		author_defined	
CTP0003139	Schwann cell precursor-23-16		author_defined	
CTP0003140	216_L5/6 IT TPE-ENT		author_defined	
CTP0003141	Cyp2g1+ olfactory epithelial cell		author_defined	
CTP0003142	granule cell 24		author_defined	
CTP0003143	109_Pvalb		author_defined	
CTP0003144	proliferating fibroblast		author_defined	
CTP0003145	Radial glia-7-15		author_defined	
CTP0003146	Neuron.Slc17a7-Slc17a6.Tshz2-Fos		author_defined	
CTP0003147	316_L6b CTX		author_defined	
CTP0003148	lymph vessel cell		author_defined	
CTP0003149	Neuron.Th.Cyp26b1		author_defined	
CTP0003150	Postmitotic premature neurons-10-3		author_defined	
CTP0003151	44_Vip		author_defined	
CTP0003152	Epithelial cells-6-5		author_defined	
CTP0003153	Trm		author_defined	
CTP0003154	glutamatergic neuron of primary visual area, layer 6a and layer 6b		author_defined	
CTP0003155	Neuron.Gad1Gad2.Gad2-Kcnc3		author_defined	
CTP0003156	Cranium fibroblast		author_defined	
CTP0003157	Melanocytes-36-6		author_defined	
CTP0003158	Osteoblasts-17-6		author_defined	
CTP0003159	Di- and mesencephalon excitatory neurons		author_defined	
CTP0003160	tumour endothelial cell		author_defined	
CTP0003161	t_cell		author_defined	
CTP0003162	Micro		author_defined	
CTP0003163	Isthmic organizer cells-12-9		author_defined	
CTP0003164	fibroblast of cardiac tissue 8		author_defined	
CTP0003165	Jaw and tooth progenitors		author_defined	
CTP0003166	Neuron.Sc17a7.Rorb-Gpr83		author_defined	
CTP0003167	proliferating neural progenitor cell		author_defined	
CTP0003168	3_Meis2		author_defined	
CTP0003169	L6b		author_defined	
CTP0003170	Neuron.Slc17a7.Nptxr-Fos		author_defined	
CTP0003171	Neuron.Gad1Gad2.Sst		author_defined	
CTP0003172	ureteric tip		author_defined	
CTP0003173	365_Oligo		author_defined	
CTP0003174	Limb mesenchyme-25-2		author_defined	
CTP0003175	parietal epithelial cell 2		author_defined	
CTP0003176	Neuron.Slc17a6.Pitx2		author_defined	
CTP0003177	Paraxial		author_defined	
CTP0003178	Early choroid plexus		author_defined	
CTP0003179	portal endothelial cell		author_defined	
CTP0003180	human embryonic fibroblast		author_defined	
CTP0003181	Sst Cbln4, Sst Cdk6		author_defined	
CTP0003182	dendritic cell type 1		author_defined	
CTP0003183	Oligodendrocyte Progenitors-11-15		author_defined	
CTP0003184	Premature oligodendrocyte-19-13		author_defined	
CTP0003185	Chondrocytes & osteoblasts-2-10		author_defined	
CTP0003186	352_CA3-ve		author_defined	
CTP0003187	Neuron.Gad1Gad2.Cplx3-Crim1		author_defined	
CTP0003188	326_ProS		author_defined	
CTP0003189	astrocytes or ependymal cell		author_defined	
CTP0003190	Early mesenchyme-8-18		author_defined	
CTP0003191	Oligodendrocyte Progenitors-11-9		author_defined	
CTP0003192	glomerular endothelial cell 3		author_defined	
CTP0003193	Endothelial_Stalk.Flt1.Car4		author_defined	
CTP0003194	Inhibitory neurons-15-10		author_defined	
CTP0003195	Pvalb Rspo2		author_defined	
CTP0003196	B cell (Plasmocyte)		author_defined	
CTP0003197	glandular epithelial cell (Epi2)		author_defined	
CTP0003198	Pvalb Wt1		author_defined	
CTP0003199	Neuron.Slc17a7.Parm1.Ndnf		author_defined	
CTP0003200	interneuron 12		author_defined	
CTP0003201	L4 Sparcl1, L5 Ucma		author_defined	
CTP0003202	cardiac endothelial cell 1		author_defined	
CTP0003203	L5/6 IT TPE-ENT		author_defined	
CTP0003204	Polydendrocyte.Tnr.Tnr		author_defined	
CTP0003205	intermediate precursor cell		author_defined	
CTP0003206	Oligodendrocyte.Trf.Kif5b		author_defined	
CTP0003207	L5_Chrna6		author_defined	
CTP0003208	107_Sst HPF		author_defined	
CTP0003209	314_L6b CTX		author_defined	
CTP0003210	beta		author_defined	
CTP0003211	Inh L3-6 VIP UG0898H09		author_defined	
CTP0003212	Neural progenitor cells-9-21		author_defined	
CTP0003213	Inhibitory neurons-15-21		author_defined	
CTP0003214	Inh L3-6 PAX6 LINC01497		author_defined	
CTP0003215	Myocytes-13		author_defined	
CTP0003216	Neuron.Slc17a7.Parm1.Tshz2		author_defined	
CTP0003217	283_L6 CT CTX		author_defined	
CTP0003218	renal vesicle; comma-shaped body B		author_defined	
CTP0003219	Neuroblast_2		author_defined	
CTP0003220	Mural_Cells2		author_defined	
CTP0003221	Epithelial cells-6-18		author_defined	
CTP0003222	Dentate gyrus		author_defined	
CTP0003223	lymph node endothelial cell		author_defined	
CTP0003224	fetal fibroblast (fFB2)		author_defined	
CTP0003225	2_Meis2		author_defined	
CTP0003226	Oligodendrocyte.Trf.Mbp		author_defined	
CTP0003227	Inh L1-6 PVALB COL15A1		author_defined	
CTP0003228	Hypothalamus		author_defined	
CTP0003229	Stromal cells-16-5		author_defined	
CTP0003230	188_L4/5 IT CTX		author_defined	
CTP0003231	fibroblast 3		author_defined	
CTP0003232	mature enterocyte		author_defined	
CTP0003233	Inh L4-5 PVALB TRIM67		author_defined	
CTP0003234	140_L3 IT ENTl		author_defined	
CTP0003235	glomerular visceral epithelial cell 4		author_defined	
CTP0003236	Neuron.Slc17a6.Nnat		author_defined	
CTP0003237	142_L2/3 IT PAR		author_defined	
CTP0003238	Inhibitory neurons-15-22		author_defined	
CTP0003239	Inhibitory interneurons-27-9		author_defined	
CTP0003240	L2 Ngb		author_defined	
CTP0003241	Neuron.Gad1Gad2.Adora2a-Th		author_defined	
CTP0003242	Definitive erythroid lineage-22-11		author_defined	
CTP0003243	Exc L3-5 THEMIS UBE2F		author_defined	
CTP0003244	epithelial cell of proximal tubule 3		author_defined	
CTP0003245	Hindbrain neuroblast		author_defined	
CTP0003246	conventional dendritic cell 2		author_defined	
CTP0003247	Cardiac muscle lineages-34-11		author_defined	
CTP0003248	Inh L1 PAX6 CA4		author_defined	
CTP0003249	Gad1Gad2_Htr3a.Sema3c		author_defined	
CTP0003250	Neuron.Slc17a7.Bcl6-C1ql2		author_defined	
CTP0003251	Exc L5 FEZF2 RNF144A-AS1		author_defined	
CTP0003252	Exc L3-4 RORB SEMA6D		author_defined	
CTP0003253	Pericytes		author_defined	
CTP0003254	Inh L3-5 VIP TAC3		author_defined	
CTP0003255	Ventral hindbrain		author_defined	
CTP0003256	Sst_Chodl		author_defined	
CTP0003257	ipMGE.24.DLL1		author_defined	
CTP0003258	34_Sncg		author_defined	
CTP0003259	mesen/rhombencephalon excitatory neurons		author_defined	
CTP0003260	L6 IT		author_defined	
CTP0003261	351_CA3-ve		author_defined	
CTP0003262	submocosal esophageal gland		author_defined	
CTP0003263	PVMs		author_defined	
CTP0003264	Neuron.Gad1Gad2-Th.Nr4a2		author_defined	
CTP0003265	Neural progenitor cells-9-6		author_defined	
CTP0003266	Vascular smooth muscle cells		author_defined	
CTP0003267	Limb mesenchyme-25-1		author_defined	
CTP0003268	Immature neural		author_defined	
CTP0003269	uterine endothelial cell		author_defined	
CTP0003270	Exc L5 THEMIS VILL		author_defined	
CTP0003271	Intercalated cells of collecting duct		author_defined	
CTP0003272	Th17 Trm		author_defined	
CTP0003273	226_L6 IT CTX		author_defined	
CTP0003274	decidual natural killer cell (dNK2)		author_defined	
CTP0003275	143_L2/3 IT PAR		author_defined	
CTP0003276	Ependymal cell-32-12		author_defined	
CTP0003277	323_ProS		author_defined	
CTP0003278	Premature oligodendrocyte-19-15		author_defined	
CTP0003279	270_L5/6 NP CT CTX		author_defined	
CTP0003280	298_L6 CT ENT		author_defined	
CTP0003281	Neuron.Slc17a7.Dkk3		author_defined	
CTP0003282	mesenchymal stem cell of adipose		author_defined	
CTP0003283	decidual stromal cell (dS3)		author_defined	
CTP0003284	Definitive erythroid lineage-22-8		author_defined	
CTP0003285	265_L5/6 NP CTX		author_defined	
CTP0003286	Megakaryocytes-35-5		author_defined	
CTP0003287	Endothelial_Tip.Dcn.Agt		author_defined	
CTP0003288	L6a Plcxd3, L6a Mgp		author_defined	
CTP0003289	SPP1+A myeloid cell		author_defined	
CTP0003290	CHOROID_PLEXUS		author_defined	
CTP0003291	Schwann cell precursor-23-17		author_defined	
CTP0003292	Exc L5-6 FEZF2 SH2D1B		author_defined	
CTP0003293	GABAergic		author_defined	
CTP0003294	Isthmic organizer cells-12-5		author_defined	
CTP0003295	186_L4/5 IT CTX		author_defined	
CTP0003296	SB		author_defined	
CTP0003297	Astrocyte.Gja1.Nnat		author_defined	
CTP0003298	EX L4		author_defined	
CTP0003299	Primitive erythroid lineage-26-5		author_defined	
CTP0003300	Cardiac muscle lineages		author_defined	
CTP0003301	Blood vessel		author_defined	
CTP0003302	Notochord cells-30-2		author_defined	
CTP0003303	retinal bipolar neuron CCA7		author_defined	
CTP0003304	Epithelial cells-6-17		author_defined	
CTP0003305	L5/6 IT Car3		author_defined	
CTP0003306	pelvic epithelium cell - distal ureteric bud		author_defined	
CTP0003307	Definitive erythroid lineage-22-20		author_defined	
CTP0003308	Osteoblasts-17-3		author_defined	
CTP0003309	Exc L6 FEZF2 SLITRK6		author_defined	
CTP0003310	Early mesenchyme-8-2		author_defined	
CTP0003311	Hepatocytes-29-4		author_defined	
CTP0003312	284_L6 CT CTX		author_defined	
CTP0003313	Vip Sncg		author_defined	
CTP0003314	other		author_defined	
CTP0003315	Postmitotic premature neurons-10-13		author_defined	
CTP0003316	48_Vip		author_defined	
CTP0003317	Neuron.Gad1Gad2.Gata3		author_defined	
CTP0003318	Inh L3-5 SST CDH3		author_defined	
CTP0003319	Neuron.Gad1Gad2.Gad2		author_defined	
CTP0003320	Pomc/Glipr1		author_defined	
CTP0003321	Inh L1-3 VIP CBLN1		author_defined	
CTP0003322	Endothelial cells-20-3		author_defined	
CTP0003323	macrophage 1		author_defined	
CTP0003324	Testis		author_defined	
CTP0003325	185_L4/5 IT CTX		author_defined	
CTP0003326	diencephalon excitatory neuron		author_defined	
CTP0003327	Ependymal.Ccdc153		author_defined	
CTP0003328	Sensory neurons-24-20		author_defined	
CTP0003329	Myocytes-13-17		author_defined	
CTP0003330	White blood cells-31-11		author_defined	
CTP0003331	Exc L5-6 THEMIS TNFAIP6		author_defined	
CTP0003332	128_L2 IT APr		author_defined	
CTP0003333	Invasive spongiotrophoblast		author_defined	
CTP0003334	granule cell 1		author_defined	
CTP0003335	external plexiform layer interneuron		author_defined	
CTP0003336	Ery		author_defined	
CTP0003337	Oligodendrocyte Progenitors-11-11		author_defined	
CTP0003338	Inh L1-2 VIP SCML4		author_defined	
CTP0003339	immature olfactory sensory neuron		author_defined	
CTP0003340	Inh L1-3 VIP HSPB6		author_defined	
CTP0003341	Cortical glutamatergic neuron		author_defined	
CTP0003342	46_Vip		author_defined	
CTP0003343	Exc L5 RORB LINC01202		author_defined	
CTP0003344	Adenohypophyseal placode		author_defined	
CTP0003345	223_L6 IT CTX		author_defined	
CTP0003346	L5 Hsd11b1, L5a Fam5c		author_defined	
CTP0003347	NG2/OPC		author_defined	
CTP0003348	suprabasal epithelial cell		author_defined	
CTP0003349	Inhibitory neurons-15-8		author_defined	
CTP0003350	384_VLMC		author_defined	
CTP0003351	Oligodendrocyte.Tfr.Klk6		author_defined	
CTP0003352	natural killer-like cell		author_defined	
CTP0003353	L4 Scnn1a		author_defined	
CTP0003354	Inhibitory neurons-15		author_defined	
CTP0003355	Notochord cells-30-17		author_defined	
CTP0003356	epithelial progenitor cell of small intestine		author_defined	
CTP0003357	Midbrain radial glia		author_defined	
CTP0003358	Neuron.Th.Cadm2		author_defined	
CTP0003359	Schwann cell precursor-23-22		author_defined	
CTP0003360	medial/distal nephron progenitor 3		author_defined	
CTP0003361	proliferating neural progenitor cell 2		author_defined	
CTP0003362	Postmitotic premature neurons-10-14		author_defined	
CTP0003363	Neuron.Gad1Gad2.Rln3		author_defined	
CTP0003364	Schwann cell precursor-23-20		author_defined	
CTP0003365	Oligodendrocyte Progenitors-11-13		author_defined	
CTP0003366	stalk-like endothelial cell		author_defined	
CTP0003367	placental endothelial cell		author_defined	
CTP0003368	Neuron.Gad1Gad2.Synpr-Crispld2		author_defined	
CTP0003369	IPL		author_defined	
CTP0003370	Neuron.Gad1Gad2_Sst.Atp2b4		author_defined	
CTP0003371	Arachnoid		author_defined	
CTP0003372	Sensory neurons-24-1		author_defined	
CTP0003373	diencephalon inhibitory neuron		author_defined	
CTP0003374	213_L5/6 IT TPE-ENT		author_defined	
CTP0003375	kidney interstitial progenitor cell		author_defined	
CTP0003376	Connective tissue progenitors		author_defined	
CTP0003377	Inhibitory interneurons-27-15		author_defined	
CTP0003378	presomitic mesoderm		author_defined	
CTP0003379	Mural.Acta2Rgs5.Kcnj8		author_defined	
CTP0003380	Neuron.Slc17a7.Syt6-Kit		author_defined	
